--- SAMPLE 185 ---: [1, 9, 7, 8, 11, 2, 3, 4, 5, 6, 12, 17, 10, 13, 16, 14, 15, 18, 19, 20]

--- SAMPLE 186 ---: [1, 5, 3, 11, 12, 16, 2, 20, 19, 7, 13, 18, 10, 9, 4, 8, 15, 17, 6, 14]

--- SAMPLE 187 ---: [9, 1, 10, 11, 19, 2, 4, 16, 3, 13, 6, 15, 5, 7, 17, 12, 14, 18, 8, 20]

--- SAMPLE 188 ---: [1, 2, 3, 5, 10, 11, 6, 12, 20, 8, 13, 14, 17, 19, 18, 7, 9, 4, 15, 16]

--- SAMPLE 189 ---: [3, 5, 9, 10, 2, 1, 11, 20, 17, 8, 18, 13, 12, 6, 16, 15, 4, 7, 14, 19]

--- SAMPLE 190 ---: [1, 2, 12, 3, 9, 11, 10, 13, 5, 8, 6, 16, 19, 18, 15, 17, 14, 7, 20, 4]

--- SAMPLE 191 ---: [2, 11, 7, 12, 5, 15, 1, 8, 6, 13, 10, 16, 3, 4, 9, 14, 17, 18, 19, 20]

--- SAMPLE 192 ---: [1, 17, 12, 2, 3, 4, 18, 16, 11, 14, 10, 9, 13, 20, 8, 6, 5, 7, 15, 19]

--- SAMPLE 193 ---: [10, 1, 6, 17, 20, 15, 5, 7, 12, 14, 3, 2, 13, 4, 8, 9, 16, 11, 18, 19]

--- SAMPLE 194 ---: [5, 12, 16, 4, 7, 3, 10, 17, 1, 11, 8, 19, 20, 2, 9, 13, 14, 15, 18, 6]

--- SAMPLE 195 ---: [1, 6, 11, 13, 8, 2, 12, 17, 15, 9, 10, 5, 19, 4, 3, 16, 20, 7, 14, 18]

--- SAMPLE 196 ---: [1, 15, 8, 4, 5, 9, 13, 19, 11, 2, 10, 14, 6, 7, 16, 20, 3, 12, 17, 18]

--- SAMPLE 197 ---: [1, 2, 12, 13, 15, 6, 14, 5, 7, 3, 4, 19, 18, 17, 8, 20, 16, 9, 10, 11]

--- SAMPLE 198 ---: [1, 6, 18, 4, 7, 11, 2, 3, 10, 12, 17, 9, 5, 16, 15, 19, 13, 8, 14, 20]

--- SAMPLE 199 ---: [3, 4, 7, 12, 6, 16, 1, 2, 14, 19, 9, 13, 17, 20, 8, 11, 18, 15, 10, 5]

--- SAMPLE 200 ---: [7, 2, 1, 4, 5, 15, 17, 8, 3, 20, 16, 6, 9, 13, 14, 12, 18, 11, 10, 19]

--- SAMPLE 201 ---: [13, 5, 1, 18, 17, 14, 10, 12, 8, 15, 7, 11, 4, 6, 9, 3, 2, 16, 19, 20]

--- SAMPLE 202 ---: [1, 2, 5, 20, 15, 19, 11, 12, 4, 3, 13, 18, 8, 17, 10, 16, 14, 7, 9, 6]

--- SAMPLE 203 ---: [1, 15, 20, 12, 7, 17, 6, 13, 19, 8, 2, 5, 3, 4, 16, 11, 18, 9, 10, 14]

--- SAMPLE 204 ---: [2, 1, 6, 5, 13, 16, 19, 20, 17, 11, 8, 12, 14, 15, 9, 3, 4, 7, 10, 18]

--- SAMPLE 205 ---: [11, 1, 10, 7, 6, 17, 18, 15, 2, 8, 12, 5, 20, 14, 9, 13, 3, 4, 16, 19]

--- SAMPLE 206 ---: [1, 2, 8, 10, 4, 6, 14, 7, 17, 20, 19, 9, 13, 16, 11, 3, 12, 15, 5, 18]

--- SAMPLE 207 ---: [1, 2, 3, 4, 16, 8, 12, 13, 15, 17, 18, 20, 10, 9, 14, 19, 11, 7, 5, 6]

--- SAMPLE 208 ---: [3, 12, 1, 9, 2, 6, 13, 8, 5, 19, 11, 17, 20, 7, 18, 4, 10, 15, 16, 14]

--- SAMPLE 209 ---: [2, 1, 18, 15, 4, 10, 6, 8, 16, 13, 14, 19, 3, 7, 17, 11, 12, 9, 5, 20]

--- SAMPLE 210 ---: [2, 10, 11, 17, 3, 15, 6, 1, 13, 12, 18, 14, 8, 9, 7, 16, 5, 20, 4, 19]

--- SAMPLE 211 ---: [3, 2, 6, 4, 7, 12, 10, 18, 13, 19, 9, 14, 11, 16, 5, 20, 17, 1, 15, 8]

--- SAMPLE 212 ---: [1, 2, 9, 7, 8, 13, 19, 15, 10, 18, 12, 17, 14, 20, 16, 11, 6, 5, 4, 3]

--- SAMPLE 213 ---: [1, 6, 4, 10, 3, 2, 7, 12, 13, 17, 9, 20, 18, 14, 15, 16, 8, 5, 19, 11]

--- SAMPLE 214 ---: [1, 7, 2, 6, 9, 17, 3, 16, 15, 12, 14, 10, 13, 18, 19, 8, 11, 20, 4, 5]

--- SAMPLE 215 ---: [1, 7, 4, 3, 2, 10, 13, 14, 19, 6, 15, 18, 20, 5, 12, 16, 17, 11, 9, 8]

--- SAMPLE 216 ---: [1, 8, 14, 4, 7, 3, 11, 9, 18, 19, 12, 15, 6, 20, 16, 17, 13, 10, 2, 5]

--- SAMPLE 217 ---: [4, 1, 8, 3, 10, 11, 2, 6, 9, 19, 18, 14, 15, 12, 20, 5, 7, 17, 13, 16]

--- SAMPLE 218 ---: [5, 1, 3, 4, 18, 19, 17, 10, 13, 15, 20, 11, 16, 14, 7, 9, 8, 6, 12, 2]

--- SAMPLE 219 ---: [16, 2, 3, 17, 4, 15, 6, 9, 7, 20, 10, 12, 1, 14, 11, 18, 5, 8, 19, 13]

--- SAMPLE 220 ---: [1, 8, 14, 12, 13, 19, 15, 20, 16, 10, 11, 3, 5, 18, 4, 9, 17, 7, 6, 2]

--- SAMPLE 221 ---: [4, 7, 19, 3, 8, 20, 9, 1, 6, 13, 5, 2, 12, 16, 15, 11, 17, 18, 10, 14]

--- SAMPLE 222 ---: [10, 3, 4, 1, 2, 7, 5, 18, 12, 19, 6, 8, 9, 15, 13, 20, 14, 17, 11, 16]

--- SAMPLE 223 ---: [1, 3, 9, 4, 12, 14, 2, 13, 19, 20, 11, 15, 17, 6, 10, 16, 5, 18, 7, 8]

--- SAMPLE 224 ---: [2, 8, 13, 18, 9, 12, 17, 6, 5, 7, 11, 14, 15, 1, 20, 16, 10, 3, 4, 19]

--- SAMPLE 225 ---: [1, 7, 8, 5, 18, 15, 10, 20, 3, 11, 13, 14, 16, 19, 17, 6, 4, 2, 9, 12]

--- SAMPLE 226 ---: [7, 6, 1, 2, 18, 8, 11, 16, 12, 10, 15, 4, 5, 14, 19, 17, 20, 3, 13, 9]

--- SAMPLE 227 ---: [2, 1, 7, 6, 18, 10, 15, 19, 5, 13, 8, 12, 16, 3, 9, 20, 11, 14, 17, 4]

--- SAMPLE 228 ---: [1, 12, 9, 5, 15, 18, 7, 3, 10, 16, 11, 13, 20, 2, 8, 19, 4, 14, 17, 6]

--- SAMPLE 229 ---: [2, 1, 15, 12, 11, 9, 13, 16, 17, 5, 4, 14, 7, 8, 19, 10, 6, 18, 20, 3]

--- SAMPLE 230 ---: [1, 8, 10, 7, 5, 18, 15, 4, 16, 9, 12, 20, 11, 14, 13, 6, 3, 17, 19, 2]

--- SAMPLE 231 ---: [1, 4, 3, 8, 7, 18, 14, 5, 6, 9, 11, 13, 15, 17, 19, 20, 10, 12, 2, 16]

--- SAMPLE 232 ---: [1, 2, 3, 8, 14, 17, 18, 15, 12, 9, 20, 19, 7, 13, 16, 10, 11, 4, 5, 6]

--- SAMPLE 233 ---: [1, 6, 2, 3, 5, 8, 9, 7, 13, 18, 14, 19, 20, 10, 17, 16, 15, 4, 12, 11]

--- SAMPLE 234 ---: [1, 10, 9, 17, 16, 4, 2, 7, 12, 8, 5, 15, 6, 11, 14, 3, 13, 20, 19, 18]

--- SAMPLE 235 ---: [1, 2, 8, 16, 7, 5, 13, 4, 6, 14, 12, 9, 15, 18, 20, 11, 10, 19, 17, 3]

--- SAMPLE 236 ---: [2, 1, 18, 17, 10, 3, 15, 16, 4, 19, 12, 13, 7, 8, 5, 6, 20, 11, 14, 9]

--- SAMPLE 237 ---: [1, 2, 4, 18, 3, 6, 11, 16, 20, 19, 13, 14, 10, 5, 17, 15, 12, 9, 7, 8]

--- SAMPLE 238 ---: [1, 2, 11, 9, 10, 14, 5, 3, 20, 12, 7, 19, 17, 6, 15, 13, 16, 18, 4, 8]
